,county_name,fips_code,state,blue_votes,red_votes,other_votes,blue_percentage,red_percentage,other_percentage
1887,Menard,17129.0,Illinois,1817,4231,467,0.27889485801995395,0.649424405218726,0.07168073676132003
1890,Mercer,17131.0,Illinois,3071,4807,647,0.36023460410557184,0.5638709677419355,0.07589442815249267
1893,Monroe,17133.0,Illinois,5535,12629,1190,0.2859873927870208,0.6525266094864111,0.06148599772656815
1896,Montgomery,17135.0,Illinois,3504,8630,844,0.26999537679149327,0.6649714902142086,0.06503313299429804
1899,Morgan,17137.0,Illinois,4696,9076,1028,0.3172972972972973,0.6132432432432432,0.06945945945945946
1902,Moultrie,17139.0,Illinois,1481,4455,347,0.23571542256883654,0.7090561833519019,0.0552283940792615
1905,Ogle,17141.0,Illinois,8050,14352,1791,0.33274087545984377,0.5932294465341215,0.0740296780060348
1908,Peoria,17143.0,Illinois,38060,35633,4810,0.48482223609288816,0.4539062201444531,0.06127154376265875
1911,Perry,17145.0,Illinois,2462,6855,536,0.24987313508576067,0.6957271896884197,0.054399675225819545
1914,Piatt,17147.0,Illinois,2645,5634,729,0.2936278863232682,0.6254440497335702,0.08092806394316164
1917,Pike,17149.0,Illinois,1413,5754,363,0.18764940239043826,0.7641434262948207,0.04820717131474104
1920,Pope,17151.0,Illinois,375,1678,89,0.17507002801120447,0.7833800186741363,0.041549953314659195
1923,Pulaski,17153.0,Illinois,962,1675,98,0.3517367458866545,0.6124314442413162,0.035831809872029254
1926,Putnam,17155.0,Illinois,1147,1767,197,0.36869173899067825,0.5679845708775313,0.06332369013179043
1929,Randolph,17157.0,Illinois,3439,10023,732,0.24228547273495843,0.7061434408905172,0.05157108637452445
1932,Richland,17159.0,Illinois,1584,5739,361,0.20614263404476835,0.7468766267568975,0.046980739198334204
1935,Rock,17161.0,Illinois,32298,26998,4698,0.5047035659593087,0.4218833015595212,0.07341313248117011
1938,St.,17163.0,Illinois,60756,53857,5967,0.5038646541715044,0.4466495272847902,0.04948581854370542
1941,Saline,17165.0,Illinois,2572,8276,536,0.22593113141250878,0.7269852424455376,0.04708362614195362
1944,Sangamon,17167.0,Illinois,40907,49944,7522,0.4158356459597654,0.5077002836144064,0.07646407042582823
1947,Schuyler,17169.0,Illinois,1075,2524,229,0.28082549634273773,0.6593521421107628,0.059822361546499475
1950,Scott,17171.0,Illinois,535,1966,107,0.20513803680981596,0.7538343558282209,0.04102760736196319
1953,Shelby,17173.0,Illinois,2288,8229,493,0.20781108083560398,0.7474114441416894,0.04477747502270663
1956,Stark,17175.0,Illinois,751,1778,214,0.27378782355085673,0.6481954064892453,0.07801676995989792
1959,Stephenson,17177.0,Illinois,7768,11083,1492,0.38185125104458534,0.5448065673696112,0.07334218158580347
1962,Tazewell,17179.0,Illinois,20685,38707,5008,0.32119565217391305,0.6010403726708075,0.0777639751552795
1965,Union,17181.0,Illinois,2402,5790,345,0.28136347663113503,0.6782242005388309,0.04041232283003397
1968,Vermilion,17183.0,Illinois,10039,19087,1444,0.32839385017991496,0.6243702976774615,0.047235852142623484
1971,Wabash,17185.0,Illinois,1151,4047,266,0.2106515373352855,0.7406661786237189,0.04868228404099561
1974,Warren,17187.0,Illinois,2987,4275,545,0.3826053541693352,0.5475855001921353,0.06980914563852952
1977,Washington,17189.0,Illinois,1448,5571,408,0.19496431937525247,0.7501009829002289,0.05493469772451865
1980,Wayne,17191.0,Illinois,1048,6967,246,0.1268611548238712,0.8433603679941896,0.029778477181939232
1983,White,17193.0,Illinois,1412,5640,283,0.19250170415814588,0.7689161554192229,0.03858214042263122
1986,Whiteside,17195.0,Illinois,11035,12615,1932,0.4313579860839653,0.4931201626143382,0.0755218513016965
1989,Will,17197.0,Illinois,151927,132720,16257,0.5049018956211948,0.44107090633557544,0.05402719804322974
1992,Williamson,17199.0,Illinois,8581,21570,1701,0.26940223533844027,0.6771945246766294,0.0534032399849303
1995,Winnebago,17201.0,Illinois,55713,55624,7039,0.47064438737581943,0.469892545786308,0.059463066837872544
1998,Woodford,17203.0,Illinois,5092,13207,1565,0.2563431333064841,0.6648711236407572,0.07878574305275876
2001,Adams,18001.0,Indiana,2805,9648,637,0.21428571428571427,0.7370511841100076,0.04866310160427807
2004,Allen,18003.0,Indiana,55382,83930,7825,0.3763975070852335,0.5704207643216866,0.053181728593079916
2007,Bartholomew,18005.0,Indiana,9841,20640,2009,0.30289319790704833,0.6352723915050785,0.061834410587873194
2010,Benton,18007.0,Indiana,860,2579,227,0.23458810692853246,0.7034915439170758,0.06192034915439171
2013,Blackford,18009.0,Indiana,1243,3350,246,0.2568712543914032,0.6922917958255838,0.05083694978301302
2016,Boone,18011.0,Indiana,10181,19654,2343,0.3163962956056933,0.6107899807321773,0.0728137236621294
2019,Brown,18013.0,Indiana,2518,5016,411,0.3169288860918817,0.6313404657016992,0.05173064820641913
2022,Carroll,18015.0,Indiana,1892,6273,478,0.21890547263681592,0.7257896563693162,0.05530487099386787
2025,Cass,18017.0,Indiana,3759,9701,749,0.2645506369202618,0.6827362938982335,0.05271306918150468
2028,Clark,18019.0,Indiana,18808,30035,2304,0.36772440221322855,0.587228967485874,0.045046630300897415
2031,Clay,18021.0,Indiana,2306,8531,445,0.20439638361992554,0.7561602552738876,0.03944336110618685
2034,Clinton,18023.0,Indiana,2819,8531,586,0.23617627345844505,0.7147285522788204,0.04909517426273458
2037,Crawford,18025.0,Indiana,1323,3015,255,0.2880470280862182,0.6564337034617896,0.05551926845199216
2040,Daviess,18027.0,Indiana,1800,8545,423,0.16716196136701336,0.7935549777117384,0.03928306092124814
2043,Dearborn,18029.0,Indiana,4883,18113,991,0.20356859965814816,0.7551173552340851,0.041314045107766706
2046,Decatur,18031.0,Indiana,2121,8490,516,0.1906174170935562,0.763008897276894,0.046373685629549743
2049,DeKalb,18033.0,Indiana,3942,12054,906,0.23322683706070288,0.7131700390486333,0.05360312389066383
2052,Delaware,18035.0,Indiana,18153,24263,2707,0.4023003789641646,0.5377080424617158,0.05999157857411963
2055,Dubois,18037.0,Indiana,5389,13365,1230,0.26966573258606885,0.6687850280224179,0.06154923939151321
2058,Elkhart,18039.0,Indiana,20740,41867,3023,0.3160140179795825,0.6379247295444157,0.046061252476001825
2061,Fayette,18041.0,Indiana,2252,6839,439,0.23630640083945437,0.7176285414480588,0.04606505771248688
2064,Floyd,18043.0,Indiana,13945,21432,2048,0.37261189044756177,0.5726653306613226,0.05472277889111556
2067,Fountain,18045.0,Indiana,1476,5662,354,0.19701014415376403,0.7557394554191137,0.047250400427122266
2070,Franklin,18047.0,Indiana,1969,8669,375,0.17878870425860346,0.7871606283483156,0.03405066739308091
2073,Fulton,18049.0,Indiana,1960,6010,404,0.2340577979460234,0.7176976355385718,0.048244566515404826
2076,Gibson,18051.0,Indiana,3721,11081,682,0.24031258072849393,0.7156419529837251,0.044045466287780936
2079,Grant,18053.0,Indiana,7010,17008,1294,0.27694374209860934,0.6719342604298356,0.05112199747155499
2082,Greene,18055.0,Indiana,2929,10277,595,0.21223099775378595,0.7446561843344686,0.043112817911745524
2085,Hamilton,18057.0,Indiana,57263,87404,9589,0.37122056840576706,0.5666165335546105,0.062162898039622445
2088,Hancock,18059.0,Indiana,8904,25074,2203,0.24609601724662117,0.6930156712086454,0.060888311544733426
2091,Harrison,18061.0,Indiana,4783,12943,832,0.257732514279556,0.6974350684340985,0.04483241728634551
2094,Hendricks,18063.0,Indiana,22600,48337,4622,0.29910401143477283,0.6397252478195847,0.06117074074564248
2097,Henry,18065.0,Indiana,5124,13895,1136,0.2542297196725378,0.6894070950136443,0.05636318531381791
2100,Howard,18067.0,Indiana,11215,23675,1953,0.3043997502917786,0.6425915370626714,0.05300871264555004
2103,Huntington,18069.0,Indiana,3506,11649,888,0.2185376799850402,0.7261110764819547,0.05535124353300505
2106,Jackson,18071.0,Indiana,3843,12859,871,0.21868775963125248,0.7317475672907301,0.049564673078017416
2109,Jasper,18073.0,Indiana,3329,9382,667,0.24884138137240244,0.7013006428464643,0.049857975781133206
2112,Jay,18075.0,Indiana,1889,5697,400,0.2365389431505134,0.713373403456048,0.05008765339343852
2115,Jefferson,18077.0,Indiana,4326,8546,672,0.3194034258712345,0.6309805079740106,0.049616066154754876
2118,Jennings,18079.0,Indiana,2364,8224,562,0.21201793721973095,0.7375784753363229,0.050403587443946185
2121,Johnson,18081.0,Indiana,17318,45456,3726,0.26042105263157894,0.6835488721804511,0.05603007518796992
2124,Knox,18083.0,Indiana,3772,11077,667,0.24310389275586491,0.7139082237690126,0.04298788347512245
2127,Kosciusko,18085.0,Indiana,6313,23935,1836,0.19676474255080414,0.7460104725096621,0.05722478493953372
2130,LaGrange,18087.0,Indiana,2080,7025,461,0.2174367551745766,0.7343717332218272,0.04819151160359607
2133,Lake,18089.0,Indiana,116935,75625,8645,0.5811734300837454,0.3758604408439154,0.042966129072339154
2136,LaPorte,18091.0,Indiana,19798,22687,2718,0.4379797801030905,0.5018914673804836,0.0601287525164259
2139,Lawrence,18093.0,Indiana,4210,14035,907,0.2198203842940685,0.7328216374269005,0.04735797827903091
2142,Madison,18095.0,Indiana,18595,32376,2938,0.3449331280491198,0.6005676232169026,0.05449924873397763
2145,Marion,18097.0,Indiana,212899,130360,19113,0.5875150397933615,0.3597408188270617,0.05274414137957679
2148,Marshall,18099.0,Indiana,4798,12288,996,0.2653467536776905,0.6795708439331932,0.05508240238911625
2151,Martin,18101.0,Indiana,881,3697,231,0.18319817009773343,0.76876689540445,0.048034934497816595
2154,Miami,18103.0,Indiana,2766,9975,741,0.20516243880729862,0.7398753894080997,0.05496217178460169
2157,Monroe,18105.0,Indiana,34216,20592,3646,0.58534916344476,0.3522770041400075,0.06237383241523249
2160,Montgomery,18107.0,Indiana,3362,11059,735,0.22182633940353655,0.729678015307469,0.04849564528899446
2163,Morgan,18109.0,Indiana,6040,23674,1566,0.19309462915601022,0.756841432225064,0.05006393861892583
2166,Newton,18111.0,Indiana,1404,4077,314,0.24227782571182052,0.7035375323554789,0.0541846419327006
2169,Noble,18113.0,Indiana,3904,12198,788,0.2311426879810539,0.722202486678508,0.046654825340438126
2172,Ohio,18115.0,Indiana,686,2118,117,0.23485107839780897,0.7250941458404656,0.040054775761725434
2175,Orange,18117.0,Indiana,2048,5803,341,0.25,0.7083740234375,0.0416259765625
2178,Owen,18119.0,Indiana,1946,6153,458,0.22741615052004208,0.7190604183709244,0.05352343110903354
2181,Parke,18121.0,Indiana,1441,4863,278,0.2189304162868429,0.7388331814038286,0.04223640230932847
2184,Perry,18123.0,Indiana,3062,4556,437,0.3801365611421477,0.5656114214773432,0.054252017380509
2187,Pike,18125.0,Indiana,1297,4398,282,0.2169984942278735,0.7358206458089342,0.04718085996319224
2190,Porter,18127.0,Indiana,33676,38832,4682,0.43627412877315713,0.503070345899728,0.06065552532711491
2193,Posey,18129.0,Indiana,3521,8404,542,0.2824256035934868,0.6740996230047325,0.0434747734017807
2196,Pulaski,18131.0,Indiana,1327,3854,278,0.2430848140685107,0.7059901080784027,0.05092507785308665
2199,Putnam,18133.0,Indiana,3356,10637,722,0.22806659870880056,0.7228678219503908,0.0490655793408087
2202,Randolph,18135.0,Indiana,2446,7517,495,0.23388793268311342,0.7187798814304839,0.047332185886402756
2205,Ripley,18137.0,Indiana,2471,9806,533,0.19289617486338798,0.7654957064793131,0.041608118657298986
2208,Rush,18139.0,Indiana,1525,5292,397,0.21139451067369006,0.7335736068755199,0.05503188245079013
2211,St.,18141.0,Indiana,52252,52021,5787,0.47475922224241324,0.4726603670725059,0.05258041068508087
2214,Scott,18143.0,Indiana,2642,6074,385,0.29029776947588176,0.6673991869025382,0.04230304362158004
2217,Shelby,18145.0,Indiana,4247,12718,1029,0.23602311881738358,0.7067911526064243,0.057185728576192064
2220,Spencer,18147.0,Indiana,2861,6572,546,0.2867020743561479,0.6585830243511374,0.0547149012927147
2223,Starke,18149.0,Indiana,2489,6367,370,0.26978105354433124,0.6901148926945588,0.040104053761109905
2226,Steuben,18151.0,Indiana,3744,10133,689,0.257036935328848,0.6956611286557737,0.04730193601537828
2229,Sullivan,18153.0,Indiana,2113,6138,308,0.2468746348872532,0.7171398527865405,0.03598551232620633
2232,Switzerland,18155.0,Indiana,930,2558,211,0.25141930251419303,0.6915382535820492,0.057042443903757775
2235,Tippecanoe,18157.0,Indiana,27282,30768,4465,0.4364072622570583,0.49216987922898503,0.07142285851395665
2238,Tipton,18159.0,Indiana,1587,5589,334,0.21131824234354193,0.7442077230359521,0.04447403462050599
2241,Union,18161.0,Indiana,715,2445,131,0.21725919173503494,0.7429352780309936,0.03980553023397144
2244,Vanderburgh,18163.0,Indiana,28530,40496,3481,0.3934792502792834,0.5585115919842222,0.04800915773649441
2247,Vermillion,18165.0,Indiana,2081,4513,345,0.29989912091079407,0.6503818994091367,0.04971897968006917
2250,Vigo,18167.0,Indiana,15931,21937,1950,0.4000954342257271,0.5509317394143353,0.048972826359937716
2253,Wabash,18169.0,Indiana,3018,9821,629,0.2240867240867241,0.7292099792099792,0.046703296703296704
2256,Warren,18171.0,Indiana,839,2898,193,0.21348600508905852,0.7374045801526717,0.04910941475826972
2259,Warrick,18173.0,Indiana,9086,19113,1390,0.307073574639224,0.645949508263206,0.04697691709757004
2262,Washington,18175.0,Indiana,2636,8209,537,0.23159374450887366,0.7212264979792655,0.047179757511860834
2265,Wayne,18177.0,Indiana,8322,16028,1229,0.3253450095781696,0.6266077641815552,0.04804722624027523
2268,Wells,18179.0,Indiana,2586,10005,594,0.19613196814562003,0.7588168373151308,0.04505119453924915
2271,White,18181.0,Indiana,2590,6893,570,0.25763453695414307,0.6856659703571073,0.056699492688749624
2274,Whitley,18183.0,Indiana,3379,11358,886,0.2162836843115919,0.7270050566472509,0.056711259041157265
2277,Adair,19001.0,Iowa,1133,2461,217,0.2972972972972973,0.6457622671214904,0.05694043558121228
2280,Adams,19003.0,Iowa,565,1395,146,0.26828110161443497,0.6623931623931624,0.06932573599240266
2283,Allamakee,19005.0,Iowa,2421,4093,409,0.3497038855987289,0.5912176801964466,0.0590784342048245
2286,Appanoose,19007.0,Iowa,1814,4033,289,0.29563233376792697,0.6572685788787483,0.04709908735332464
2289,Audubon,19009.0,Iowa,1080,2136,196,0.31652989449003516,0.6260257913247362,0.05744431418522861
2292,Benton,19011.0,Iowa,4678,8232,934,0.3379081190407397,0.5946258306847731,0.06746605027448714
2295,Black,19013.0,Iowa,32233,27476,4696,0.5004735657169475,0.42661284061796445,0.07291359366508811
2298,Boone,19015.0,Iowa,5541,7484,1171,0.3903212172442942,0.5271907579599887,0.08248802479571711
2301,Bremer,19017.0,Iowa,5356,7208,974,0.3956271236519427,0.5324272418377899,0.07194563451026739
2304,Buchanan,19019.0,Iowa,3970,5510,772,0.3872415138509559,0.537456106125634,0.07530238002341007
2307,Buena,19021.0,Iowa,2856,4903,519,0.34501087219135057,0.5922928243537087,0.0626963034549408
2310,Butler,19023.0,Iowa,2157,4921,435,0.28710235591641153,0.6549980034606682,0.05789964062292027
2313,Calhoun,19025.0,Iowa,1398,3468,293,0.2709827485946889,0.6722232990889707,0.05679395231634038
2316,Carroll,19027.0,Iowa,3309,6638,597,0.31382776934749623,0.6295523520485584,0.05661987860394537
2319,Cass,19029.0,Iowa,1951,4761,413,0.27382456140350875,0.6682105263157895,0.057964912280701754
2322,Cedar,19031.0,Iowa,3599,5295,647,0.377214128498061,0.5549732732417986,0.06781259826014045
2325,Cerro,19033.0,Iowa,9862,11621,1482,0.42943609841062486,0.506030916612236,0.06453298497713912
2328,Cherokee,19035.0,Iowa,1679,4192,387,0.2682965803771173,0.6698625759028444,0.06184084372003835
2331,Chickasaw,19037.0,Iowa,2266,3742,427,0.35213675213675216,0.5815073815073815,0.06635586635586635
2334,Clarke,19039.0,Iowa,1465,2713,276,0.3289178266726538,0.6091154018859453,0.06196677144140099
2337,Clay,19041.0,Iowa,2249,5877,491,0.26099570616223744,0.6820239062318673,0.05698038760589532
2340,Clayton,19043.0,Iowa,3237,5317,575,0.35458429181728557,0.5824296198926499,0.06298608829006463
2343,Clinton,19045.0,Iowa,10095,11276,1696,0.4376381844193003,0.48883686651926994,0.07352494906142974
2346,Crawford,19047.0,Iowa,1991,4617,327,0.28709444844989185,0.6657534246575343,0.0471521268925739
2349,Dallas,19049.0,Iowa,15701,19339,3212,0.41046219805500367,0.5055683362961414,0.08396946564885496
2352,Davis,19051.0,Iowa,977,2723,182,0.25167439464193714,0.7014425553838227,0.04688304997424008
2355,Decatur,19053.0,Iowa,1201,2296,237,0.3216389930369577,0.6148901981788967,0.06347080878414568
2358,Delaware,19055.0,Iowa,2957,5694,590,0.31998701439238175,0.6161670814846878,0.06384590412293042
2361,Des,19057.0,Iowa,8212,9529,1362,0.4298801235408051,0.4988221745275611,0.07129770193163378
2364,Dickinson,19059.0,Iowa,3056,6753,545,0.2951516322194321,0.652211705621016,0.052636662159551866
2367,Dubuque,19061.0,Iowa,22850,23460,3411,0.4595643691800245,0.47183282717564007,0.0686028036443354
2370,Emmet,19063.0,Iowa,1357,3124,272,0.28550389227856093,0.657269093204292,0.05722701451714707
2373,Fayette,19065.0,Iowa,3689,5620,666,0.3698245614035088,0.5634085213032581,0.06676691729323309
2376,Floyd,19067.0,Iowa,3179,4375,506,0.3944168734491315,0.542803970223325,0.06277915632754343
2379,Franklin,19069.0,Iowa,1493,3163,312,0.3005233494363929,0.6366747181964574,0.06280193236714976
2382,Fremont,19071.0,Iowa,963,2407,225,0.2678720445062587,0.6695410292072322,0.06258692628650904
2385,Greene,19073.0,Iowa,1691,2820,310,0.3507571043352002,0.5849408836341008,0.06430201203069902
2388,Grundy,19075.0,Iowa,1856,4527,489,0.270081490104773,0.6587601862630966,0.07115832363213039
2391,Guthrie,19077.0,Iowa,1732,3628,390,0.3012173913043478,0.6309565217391304,0.06782608695652174
2394,Hamilton,19079.0,Iowa,2726,4463,505,0.35430205354821936,0.5800623862750195,0.06563556017676112
2397,Hancock,19081.0,Iowa,1587,3977,307,0.2703117015840572,0.6773973769374894,0.05229092147845341
2400,Hardin,19083.0,Iowa,2787,5254,492,0.32661432087190906,0.6157271768428454,0.057658502285245515
2403,Harrison,19085.0,Iowa,2131,4902,432,0.2854655056932351,0.6566644340254522,0.05787006028131279
2406,Henry,19087.0,Iowa,2904,5779,721,0.3088047639302425,0.6145257337303275,0.07666950233943003
2409,Howard,19089.0,Iowa,1677,2611,271,0.3678438254003071,0.5727133143233165,0.0594428602763764
2412,Humboldt,19091.0,Iowa,1252,3568,267,0.2461175545508158,0.7013957145665421,0.05248673088264203
2415,Ida,19093.0,Iowa,792,2655,165,0.21926910299003322,0.7350498338870431,0.04568106312292359
2418,Iowa,19095.0,Iowa,3084,5205,615,0.3463611859838275,0.5845687331536388,0.06907008086253369
2421,Jackson,19097.0,Iowa,3837,5824,649,0.37216294859359844,0.5648884578079535,0.06294859359844811
2424,Jasper,19099.0,Iowa,7109,10560,1365,0.37348954502469267,0.5547966796259325,0.0717137753493748
2427,Jefferson,19101.0,Iowa,3710,3748,698,0.4548798430603237,0.45953898970083373,0.08558116723884257
2430,Johnson,19103.0,Iowa,50200,21044,5696,0.6524564595788926,0.2735118273979725,0.07403171302313491
2433,Jones,19105.0,Iowa,3787,5720,626,0.3737293989933879,0.5644922530346393,0.061778347971972764
2436,Keokuk,19107.0,Iowa,1342,3390,253,0.26920762286860583,0.6800401203610833,0.050752256770310936
2439,Kossuth,19109.0,Iowa,2543,5653,411,0.2954571860113861,0.6567909840827234,0.04775182990589055
2442,Lee,19111.0,Iowa,6215,8803,1133,0.3848058943718655,0.5450436505479537,0.07015045508018079
2445,Linn,19113.0,Iowa,58935,48390,9773,0.5032963842251789,0.413243607918154,0.08346000785666706
2448,Louisa,19115.0,Iowa,1648,3069,291,0.329073482428115,0.6128194888178914,0.05810702875399361
2451,Lucas,19117.0,Iowa,1239,2877,238,0.2845659163987138,0.6607717041800643,0.05466237942122187
2454,Lyon,19119.0,Iowa,920,5192,265,0.14426846479535832,0.8141759448016309,0.04155559040301082
2457,Madison,19121.0,Iowa,2678,5360,598,0.310097267253358,0.6206577119036591,0.06924502084298287
2460,Mahaska,19123.0,Iowa,2619,7432,581,0.24633182844243792,0.6990218209179835,0.05464635063957863
2463,Marion,19125.0,Iowa,5482,10962,1372,0.3077009429726089,0.6152896273013022,0.07700942972608892
2466,Marshall,19127.0,Iowa,7652,9146,1182,0.42558398220244714,0.5086763070077864,0.06573971078976641
2469,Mills,19129.0,Iowa,2090,5067,541,0.27149909067290207,0.6582229150428682,0.07027799428422966
2472,Mitchell,19131.0,Iowa,1888,3190,339,0.34853239800627656,0.5888868377330626,0.06258076426066088
2475,Monona,19133.0,Iowa,1247,3120,205,0.2727471566054243,0.6824146981627297,0.04483814523184602
2478,Monroe,19135.0,Iowa,1056,2638,171,0.27322121604139715,0.682535575679172,0.04424320827943079
2481,Montgomery,19137.0,Iowa,1314,3436,294,0.26050753370341,0.6812053925455988,0.05828707375099128
2484,Muscatine,19139.0,Iowa,8368,9584,1482,0.4305855716785016,0.493156323968303,0.07625810435319542
2487,O'Brien,19141.0,Iowa,1315,5752,339,0.17755873615987036,0.7766675668376991,0.04577369700243046
2490,Osceola,19143.0,Iowa,552,2531,130,0.17180205415499533,0.7877373171490819,0.04046062869592281
2493,Page,19145.0,Iowa,1807,4893,344,0.2565303804656445,0.694633730834753,0.0488358886996025
2496,Palo,19147.0,Iowa,1398,3081,224,0.2972570699553477,0.6551137571762705,0.047629172868381885
2499,Plymouth,19149.0,Iowa,2885,9680,625,0.21872630780894617,0.7338893100833965,0.047384382107657316
2502,Pocahontas,19151.0,Iowa,963,2702,200,0.24915912031047865,0.6990944372574386,0.0517464424320828
2505,Polk,19153.0,Iowa,119804,93492,18259,0.5173889572671719,0.40375720671114856,0.07885383602167952
2508,Pottawattamie,19155.0,Iowa,15355,24447,2878,0.35977038425492036,0.5727975632614808,0.06743205248359888
2511,Poweshiek,19157.0,Iowa,4304,4946,583,0.43770975287297875,0.5030001016983626,0.0592901454286586
2514,Ringgold,19159.0,Iowa,753,1824,130,0.2781677133357961,0.6738086442556336,0.04802364240857037
2517,Sac,19161.0,Iowa,1270,3703,239,0.2436684574059862,0.7104758250191865,0.04585571757482732
2520,Scott,19163.0,Iowa,40440,39149,6631,0.46903270702853167,0.454059382973788,0.07690790999768035
2523,Shelby,19165.0,Iowa,1662,4362,346,0.2609105180533752,0.6847723704866562,0.054317111459968606
2526,Sioux,19167.0,Iowa,2300,14785,1109,0.12641530174782895,0.8126305375398483,0.06095416071232274
2529,Story,19169.0,Iowa,25709,19458,5500,0.5074111354530563,0.38403694712534786,0.10855191742159591
2532,Tama,19171.0,Iowa,3196,4971,585,0.36517367458866545,0.5679844606946983,0.0668418647166362
2535,Taylor,19173.0,Iowa,758,2111,160,0.2502476064707824,0.6969296797622978,0.05282271376691978
2538,Union,19175.0,Iowa,1922,3525,385,0.3295610425240055,0.6044238683127572,0.06601508916323731
2541,Van,19177.0,Iowa,845,2527,189,0.2372928952541421,0.7096321258073575,0.05307497893850042
2544,Wapello,19179.0,Iowa,5594,8715,840,0.36926529803947455,0.5752854973925672,0.05544920456795828
2547,Warren,19181.0,Iowa,10411,14814,2075,0.38135531135531137,0.5426373626373626,0.076007326007326
2550,Washington,19183.0,Iowa,3943,6173,813,0.3607832372586696,0.5648275231036691,0.07438923963766127
2553,Wayne,19185.0,Iowa,719,2069,152,0.2445578231292517,0.7037414965986395,0.05170068027210884
2556,Webster,19187.0,Iowa,6305,10056,1069,0.361732644865175,0.5769363166953528,0.06133103843947217
2559,Winnebago,19189.0,Iowa,1931,3447,409,0.3336789355451875,0.5956454121306376,0.07067565232417487
2562,Winneshiek,19191.0,Iowa,5254,5344,764,0.46241858827671184,0.4703397289209646,0.06724168280232354
2565,Woodbury,19193.0,Iowa,16210,24727,2781,0.3707854888146759,0.5656022690882474,0.06361224209707672
2568,Worth,19195.0,Iowa,1530,2453,274,0.3594080338266385,0.5762273901808785,0.06436457599248296
2571,Wright,19197.0,Iowa,1896,3800,330,0.3146365748423498,0.6306007301692665,0.054762694988383674
2574,Allen,20001.0,Kansas,1433,3651,370,0.2627429409607627,0.6694169416941694,0.06784011734506784
2577,Anderson,20003.0,Kansas,672,2435,243,0.20059701492537313,0.7268656716417911,0.07253731343283581
2580,Atchison,20005.0,Kansas,1989,4049,537,0.30250950570342205,0.6158174904942966,0.08167300380228137
2583,Barber,20007.0,Kansas,286,1850,116,0.1269982238010657,0.8214920071047958,0.05150976909413854
2586,Barton,20009.0,Kansas,1839,7888,542,0.17908267601519134,0.7681371116953939,0.05278021228941474
2589,Bourbon,20011.0,Kansas,1336,4424,333,0.21926801247333005,0.7260791071721647,0.05465288035450517
2592,Brown,20013.0,Kansas,863,2906,267,0.21382556987115955,0.72001982160555,0.06615460852329039
2595,Butler,20015.0,Kansas,6573,19073,2011,0.23766135155656795,0.6896264960046281,0.07271215243880393
2598,Chase,20017.0,Kansas,316,969,84,0.2308254200146092,0.7078159240321402,0.061358655953250546
2601,Chautauqua,20019.0,Kansas,197,1236,48,0.13301823092505063,0.8345712356515868,0.03241053342336259
2604,Cherokee,20021.0,Kansas,2005,6182,433,0.2325986078886311,0.717169373549884,0.05023201856148492
2607,Cheyenne,20023.0,Kansas,181,1173,53,0.12864250177683015,0.8336886993603412,0.037668798862828715
2610,Clark,20025.0,Kansas,120,825,60,0.11940298507462686,0.8208955223880597,0.05970149253731343
2613,Clay,20027.0,Kansas,677,2891,252,0.17722513089005235,0.756806282722513,0.06596858638743455
2616,Cloud,20029.0,Kansas,761,2919,250,0.19363867684478372,0.7427480916030534,0.06361323155216285
2619,Coffey,20031.0,Kansas,727,3050,291,0.17871189773844642,0.7497541789577188,0.0715339233038348
2622,Comanche,20033.0,Kansas,102,715,50,0.11764705882352941,0.8246828143021915,0.05767012687427912
2625,Cowley,20035.0,Kansas,3551,8270,800,0.2813564693764361,0.6552571111639331,0.06338641945963078
2628,Crawford,20037.0,Kansas,5199,8624,1068,0.34913706265529515,0.5791417634812974,0.07172117386340743
2631,Decatur,20039.0,Kansas,178,1210,64,0.12258953168044077,0.8333333333333334,0.0440771349862259
2634,Dickinson,20041.0,Kansas,1609,6029,572,0.19598051157125457,0.7343483556638246,0.06967113276492083
2637,Doniphan,20043.0,Kansas,587,2606,185,0.1737714624037892,0.7714624037892244,0.05476613380698638
2640,Douglas,20045.0,Kansas,31195,14688,4204,0.6228162996386288,0.2932497454429293,0.08393395491844191
2643,Edwards,20047.0,Kansas,212,1037,70,0.1607278241091736,0.7862016679302501,0.05307050796057619
2646,Elk,20049.0,Kansas,160,1048,51,0.12708498808578236,0.8324066719618745,0.04050833995234313
2649,Ellis,20051.0,Kansas,2742,8466,739,0.22951368544404452,0.7086297815351135,0.061856533020842056
2652,Ellsworth,20053.0,Kansas,521,1969,189,0.1944755505785741,0.7349757372153789,0.07054871220604703
2655,Finney,20055.0,Kansas,3195,6350,614,0.3144994586081307,0.6250615218033271,0.06043901958854218
2658,Ford,20057.0,Kansas,2149,5114,455,0.27844001036537963,0.6626068929774553,0.05895309665716507
2661,Franklin,20059.0,Kansas,2892,7185,888,0.2637482900136799,0.655266757865937,0.08098495212038304
2664,Geary,20061.0,Kansas,2722,4274,508,0.3627398720682303,0.5695628997867804,0.06769722814498934
2667,Gove,20063.0,Kansas,149,1140,54,0.11094564408041697,0.8488458674609084,0.040208488458674606
2670,Graham,20065.0,Kansas,188,1025,71,0.14641744548286603,0.7982866043613707,0.05529595015576324
2673,Grant,20067.0,Kansas,441,1804,144,0.1845960652992884,0.7551276684805358,0.0602762662201758
2676,Gray,20069.0,Kansas,263,1698,105,0.12729912875121008,0.8218780251694094,0.050822846079380445
